"Artifact_Gene","Major_Cluster","Subcluster","No..cell","Enrichment_Score","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","Avg_Exp","Source_of_Artifacts_SoA","SoA_No..cell","SoA_Enrichment_Score","SoA_avg_log2FC","SoA_pct.1","SoA_pct.2","SoA_p_val","SoA_p_val_adj","SoA_Avg_Exp"
"PHF19","M1","S1",273,0.0555292232211146,0.365323836981017,0.597,0.445,1.60998176707332e-05,0.407953279958708,0.98168498168498,"M3",1913,2.19143712401515,3.14861655749303,0.961,0.265,0,0,6.67282321899743
"PHLDA2","M1","S1",273,0.0333338260028367,0.383147425319962,0.227,0.14,0.000215468830957475,1,0.318681318681318,"M3",1913,1.32039462109512,2.3328526874472,0.647,0.081,0,0,1.49076517150394
"PITX1","M1","S1",273,0.0961880568705357,0.546523050400771,0.546,0.37,2.87977917229586e-08,0.000729707244468047,0.813186813186812,"M3",1913,1.90260084632397,2.83547070987179,0.809,0.138,0,0,2.34459102902371
"PKIB","M1","S1",273,0.0654966515776457,0.574532031382857,0.271,0.157,7.30377880557008e-06,0.18507045115434,0.315018315018315,"M2",1913,0.401111098169717,2.26616439643908,0.36,0.183,1.54573106885497e-95,3.9167279553716e-91,0.487858719646801
"PPIC","M1","S1",273,3.46651151981986e-05,0.000707451330575481,0.612,0.563,0.325503277313457,1,1.05860805860806,"M2",1913,0.69903591177042,2.32237844442,0.579,0.278,7.18188141797902e-234,1.8198169325017e-229,1.00717439293597
"PRKAR2B","M1","S1",273,0.00813074521323622,0.19831085885942,0.143,0.102,0.0572074084553804,1,0.153846153846154,"M3",1913,1.70144949127304,2.73985425325771,0.679,0.058,0,0,1.35092348284959
"PRSS21","M1","S1",273,0.00095340111407628,0.119175139259535,0.011,0.003,0.0598554648221173,1,0.010989010989011,"M3",1913,3.06507931965941,4.03831267412307,0.762,0.003,0,0,1.64274406332452
"PTP4A3","M1","S1",273,0.00935025619859456,0.346305785133132,0.059,0.032,0.0256324419087804,1,0.0622710622710623,"M3",1913,0.94748954880378,2.05084317922896,0.51,0.048,0,0,0.872823218997354
"QSOX1","M1","S1",273,0.0152553353918357,0.299124223369328,0.128,0.077,0.0075244696720322,1,0.131868131868132,"M2",1913,0.409007800830337,2.16406243825575,0.29,0.101,1.35366290428383e-108,3.43004643316479e-104,0.358167770419428
"REEP6","M1","S1",273,0.0102341389162738,0.167772769119242,0.22,0.159,0.0191175229367706,1,0.252747252747252,"M3",1913,1.19805990690876,2.2435578781063,0.618,0.084,0,0,1.10026385224273
"RFESD","M1","S1",273,0.00735217860134525,0.198707529766088,0.15,0.113,0.087653087099313,1,0.161172161172161,"M3",1913,3.82873967249879,4.36075133542003,0.93,0.052,0,0,3.68654353561999
"RHOF","M1","S1",273,0.00398927256445931,0.13756112291239,0.114,0.085,0.150619905756877,1,0.113553113553114,"M4",1913,0.603545632690512,2.64712996794084,0.281,0.053,2.00100996306321e-182,5.07035914540587e-178,0.371557336004005
"RLF","M1","S1",273,0.00320985334619835,0.103543656328979,0.183,0.152,0.185512737715817,1,0.201465201465201,"M2",1913,0.800775514594642,2.76129487791256,0.413,0.123,6.09524399880063e-214,1.54447387685609e-209,0.579470198675495
"RP11-307P5.1","M1","S1",273,0.000194598510993602,0.0648661703312006,0.004,0.001,0.148461658407382,1,0.00366300366300366,"M3",1913,1.05332513483102,2.76463289981896,0.382,0.001,0,0,0.550395778364115
"RP11-462G2.1","M1","S1",273,0.00117263460641436,0.0781756404276237,0.033,0.018,0.116776143556498,1,0.032967032967033,"M3",1913,5.06397283780018,5.33049772400019,0.965,0.015,0,0,5.12770448548813
"RP11-669N7.2","M1","S1",273,8.28558338200743e-05,0.0276186112733581,0.007,0.004,0.495287898653825,1,0.00732600732600733,"M3",1913,2.55680496179068,3.8857218264296,0.661,0.003,0,0,1.38469656992083
"RPL10","M1","S1",273,0.00629345199005802,0.104890866500967,0.447,0.387,0.123220908517586,1,0.652014652014651,"M3",1913,0.915939583723726,1.64737335202109,0.756,0.2,0,0,1.74089709762531
"SCG3","M1","S1",273,0.00797725238435785,0.362602381107175,0.04,0.018,0.0157865619692563,1,0.043956043956044,"M3",1913,1.02635203768461,3.08213825130513,0.342,0.009,0,0,0.901846965699204
"SEPT6","M1","S1",273,0.0357675766725593,0.35066251639764,0.436,0.334,0.00147198880682239,1,0.597069597069596,"M4",1913,0.586298714738001,2.38332810869106,0.515,0.269,4.79323953975741e-178,1.21455896697913e-173,0.904857285928883
"SLC25A1","M1","S1",273,0.0279560217205845,0.21019565203447,0.601,0.468,0.00388875774400869,1,0.915750915750914,"M3",1913,0.979259858690476,1.65976247235674,0.864,0.274,0,0,2.47968337730867
"SLC25A37","M1","S1",273,0.00185066092668755,0.028916576979493,0.33,0.266,0.0799160834457616,1,0.413919413919413,"M3",1913,1.81669714621448,2.73598967803386,0.863,0.199,0,0,3.91081794195245
"SLC44A1","M1","S1",273,0.00280363155736087,0.0778786543711352,0.22,0.184,0.210443218035787,1,0.252747252747253,"M2",1913,1.71537018392177,3.33729607766881,0.623,0.109,0,0,1.06677704194259
"SMIM1","M1","S1",273,0.0035163310807619,0.10342150237535,0.158,0.124,0.180262357146042,1,0.172161172161172,"M3",1913,2.48198130731601,3.35856739826253,0.799,0.06,0,0,2.10026385224271
"SNAP29","M1","S1",273,0.0186715079088048,0.188601089987927,0.575,0.476,0.0134751994295903,1,0.875457875457873,"M3",1913,1.37960547247836,2.11595931361712,0.931,0.279,0,0,3.27968337730865
"SNHG3","M1","S1",273,0.0154597289519497,0.175678738090338,0.531,0.443,0.0249927365482949,1,0.893772893772892,"M3",1913,1.07710898786672,1.77447938693035,0.885,0.278,0,0,3.06174142480206
"SPATC1L","M1","S1",273,0.00152356517164624,0.09522282322789,0.055,0.039,0.232057707049647,1,0.0586080586080586,"M3",1913,2.45935401150126,3.14093743486751,0.839,0.056,0,0,2.24379947229548
"SPHK1","M1","S1",273,0.0106946391312862,0.227545513431621,0.121,0.074,0.0116971826346938,1,0.120879120879121,"M3",1913,1.11650905250086,2.45386604945244,0.489,0.034,0,0,0.798944591029018
"SPINT2","M1","S1",273,0.0159455963219882,0.146289874513653,0.56,0.451,0.0150265470172771,1,0.842490842490841,"M4",1913,1.10715570583549,2.86086745693925,0.581,0.194,0,0,1.13319979969955
"ST6GALNAC1","M1","S1",273,0.000284340900082769,0.0568681800165538,0.011,0.006,0.362281143797016,1,0.010989010989011,"M3",1913,1.43670467401557,2.99938345305964,0.482,0.003,0,0,0.701319261213716
"ST8SIA1","M1","S1",273,2.93812374259654e-05,0.0293812374259654,0.004,0.003,0.864657417254183,1,0.00366300366300366,"M3",1913,1.04847706082123,2.73753801780999,0.384,0.001,0,0,0.545118733509234
"TANGO2","M1","S1",273,0.0205346996917679,0.41907550391363,0.117,0.068,0.00388506127341325,1,0.117216117216117,"M3",1913,1.15091062150607,2.31571553622952,0.538,0.041,0,0,0.837994722955138
"TEX30","M1","S1",273,0.000586093225911391,0.0110583627530451,0.652,0.599,0.178894897415151,1,1.2014652014652,"M4",1913,0.309053375621404,2.03324589224608,0.7,0.548,1.04610443847444e-217,2.65072403665039e-213,1.96494742113171
"THAP7","M1","S1",273,0.0310525902702234,0.207017268468156,0.773,0.623,0.00223288770648824,1,1.3992673992674,"M3",1913,0.97716038098279,1.72948739996954,0.919,0.354,0,0,3.49920844327171
"TMEM56","M1","S1",273,0.000810505567868602,0.042658187782558,0.19,0.171,0.436808231617014,1,0.234432234432234,"M3",1913,0.928835548615977,2.18036513759619,0.487,0.061,0,0,0.727176781002634
"TMOD1","M1","S1",273,0.00893706011762443,0.248251669934012,0.143,0.107,0.0881649990332299,1,0.164835164835165,"M3",1913,1.398987870057,2.54824748644262,0.598,0.049,0,0,1.01160949868073
"TMUB1","M1","S1",273,0.0655505956963904,0.4312539190552,0.692,0.54,5.73403459134338e-07,0.014529470251005,1.3003663003663,"M3",1913,0.931791642187257,1.66094766878299,0.842,0.281,0,0,2.50659630606856
"TNNT1","M1","S1",273,0.0842165566848211,0.470483556898442,0.571,0.392,2.04096816636342e-07,0.00517160923674826,0.915750915750914,"M3",1913,1.49908722981934,2.36822627143655,0.844,0.211,0,0,3.38047493403689
"TPD52L1","M1","S1",273,0.0236486255305799,0.213050680455675,0.597,0.486,0.0083614158635428,1,0.978021978021976,"M3",1913,1.21075239574128,2.01456305447801,0.783,0.182,0,0,1.76464379947227
"TPM4","M1","S1",273,0.014710208227641,0.198786597670825,0.344,0.27,0.0357032010156863,1,0.432234432234431,"M4",1913,0.327593416866703,1.7707752263065,0.38,0.195,7.92731816655141e-91,2.00870315022246e-86,0.610916374561836
"TRAPPC6A","M1","S1",273,0.0261966414218402,0.223902918135386,0.432,0.315,0.00247302181292317,1,0.516483516483515,"M4",1913,0.282487425728779,1.66169073958105,0.459,0.289,4.29420241625443e-87,1.08810795025471e-82,0.730095142714063
"TRPS1","M1","S1",273,0.000779643699627236,0.0354383499830562,0.15,0.128,0.358195938683643,1,0.175824175824176,"M4",1913,0.671277276445426,2.6018499087032,0.355,0.097,7.1713627340153e-184,1.81715160317214e-179,0.509764646970453
"UBAC1","M1","S1",273,0.0760336621073342,0.48122570954009,0.582,0.424,5.63848248019177e-07,0.0142873507565579,0.963369963369961,"M3",1913,2.1099585910759,2.94275954124951,0.958,0.241,0,0,5.0538258575198
"UBE2L6","M1","S1",273,0.0256057823119246,0.346024085296279,0.198,0.124,0.00138791830080041,1,0.216117216117216,"M4",1913,1.06116760405884,3.01468069334897,0.509,0.157,2.37144716216762e-293,6.00900996421654e-289,1.09364046069103
"UCA1","M1","S1",273,1.69258900074549e-05,0.00846294500372746,0.004,0.002,0.715381263022089,1,0.00366300366300366,"M3",1913,2.285939425928,3.7291018367504,0.614,0.001,0,0,1.18047493403693
"YBX1","M1","S1",273,0.00903708319405793,0.237817978790998,0.978,0.94,4.12334648164128e-06,0.104481476498308,4.95238095238094,"M2",1913,0.202190112708777,1.72812062144254,0.941,0.824,0,0,4.39569536423838
"YDJC","M1","S1",273,0.0233524266690929,0.271539844989452,0.875,0.789,6.00053657250293e-06,0.152047596210652,2.77655677655677,"M3",1913,1.3573383164133,2.67719589036154,0.991,0.484,0,0,11.9656992084433
"ZBTB44","M1","S1",273,0.00202341255316641,0.0562059042546225,0.311,0.275,0.361358169591136,1,0.377289377289377,"M4",1913,0.352362901254153,2.09739822175091,0.385,0.217,5.80426356406194e-84,1.47074234449765e-79,0.565848773159734
"ABRACL","M1","S10",49,0.0961069948732169,0.889879582159416,0.857,0.749,6.05918767359473e-07,0.0153533756461217,3.28571428571429,"M2",1913,0.292192330894805,1.20740632601159,0.852,0.61,1.47544545269057e-231,3.73863123257263e-227,2.38962472406178
"AC079466.1","M1","S10",49,0.00212767812070181,0.151977008621558,0.02,0.006,0.242709224847928,1,0.0204081632653061,"M3",1913,1.76866678426327,3.31211008289002,0.538,0.004,0,0,0.881794195250653
"ACTN1","M1","S10",49,0.618084904860059,1.53752463895537,0.653,0.251,1.05038858311063e-11,2.66157963074403e-07,1.04081632653061,"M2",1913,0.362643239556857,1.99254527229042,0.39,0.208,4.86703119804635e-96,1.23325703527297e-91,0.530905077262694
"AGT","M1","S10",49,1.34525487990656,3.14311887828635,0.429,0.001,6.98343586489031e-162,1.76953281380455e-157,0.612244897959184,"M2",1913,1.64128795381928,4.09298741600819,0.409,0.008,0,0,0.578918322295804
"AIF1","M1","S10",49,1.67757781772565,2.75917404231192,0.653,0.045,4.97181947275964e-69,1.25980933620257e-64,1.22448979591837,"M4",1913,2.23249225266871,3.35209046947253,0.933,0.267,0,0,5.7946920380571
"ALAS2","M1","S10",49,0.0158856676912425,0.481383869431592,0.041,0.008,0.0159700651734678,1,0.0408163265306122,"M3",1913,3.02691043496654,4.64963200455689,0.656,0.005,0,0,2.30343007915564
"ALOX5AP","M1","S10",49,1.88124904458341,3.17242671936494,0.612,0.019,2.02215156550561e-111,5.12392985183466e-107,0.979591836734694,"M4",1913,0.546383587483486,1.6607403874878,0.527,0.198,3.53534047285709e-177,8.95819922417258e-173,1.21331997996996
"ALOX5AP","M1","S10",49,1.88124904458341,3.17242671936494,0.612,0.019,2.02215156550561e-111,5.12392985183466e-107,0.979591836734694,"M2",1913,0.444510746587357,1.28843694663002,0.547,0.202,2.92187973587604e-178,7.40375106273629e-174,1.15894039735098
"ANK1","M1","S10",49,0.00116849616819727,0.0778997445464849,0.02,0.005,0.138344339502222,1,0.0204081632653061,"M3",1913,1.4216970561348,2.94957895463651,0.486,0.004,0,0,0.711873350923478
"ANXA1","M1","S10",49,0.206008239768751,0.876630807526598,0.429,0.194,5.44716764840292e-05,1,0.673469387755102,"M4",1913,0.468144497486763,1.84308857278253,0.727,0.473,6.38233355196836e-218,1.61721949873326e-213,2.44366549824738
"ANXA4","M1","S10",49,0.483501631168777,1.72064637426611,0.388,0.107,2.70715028631525e-10,6.85964811049422e-06,0.551020408163265,"M2",1913,0.555019719186412,2.56953573697413,0.321,0.105,3.88186525861578e-136,9.83625837880653e-132,0.465231788079472
"AP1S2","M1","S10",49,0.107205857056323,0.800043709375542,0.673,0.539,0.0665597954539535,1,1.59183673469388,"M2",1913,0.469286041817054,2.43153389542515,0.583,0.39,4.78052583407698e-148,1.21133744109677e-143,1.74503311258277
"APLP2","M1","S10",49,0.334325499825249,1.28586730702019,0.98,0.72,1.43135165636859e-15,3.62690196207236e-11,4.02040816326531,"M2",1913,0.708561425882923,2.39378860095582,0.879,0.583,0,0,2.96964679911696
"APP","M1","S10",49,0.0279037462572147,0.372049950096196,0.449,0.374,0.176728533109982,1,0.693877551020408,"M2",1913,0.17654591487751,1.19287780322642,0.392,0.244,5.27874314952778e-57,1.33758072665884e-52,0.522075055187639
"ARHGAP15","M1","S10",49,0.5893339625444,2.1908325745145,0.286,0.017,7.34734411469926e-34,1.86174352522364e-29,0.346938775510204,"M4",1913,0.980491618043297,2.62866385534396,0.485,0.112,5.31768926597107e-299,1.34744928310441e-294,0.83124687030545
"ARHGDIB","M1","S10",49,2.77901807800604,3.64222552818616,0.796,0.033,1.20590362768642e-122,3.05563920219461e-118,1.93877551020408,"M2",1913,0.412526825693341,0.996441607954929,0.767,0.353,1.11433968962656e-195,2.82362533954475e-191,1.95088300220749
"ARHGDIB","M1","S10",49,2.77901807800604,3.64222552818616,0.796,0.033,1.20590362768642e-122,3.05563920219461e-118,1.93877551020408,"M4",1913,0.797813980997695,1.89055445734051,0.763,0.341,0,0,2.92789183775664
"ARPC5","M1","S10",49,0.10333818178395,0.922662337356694,0.857,0.745,1.6847705303211e-05,0.426904004678063,3.04081632653061,"M2",1913,0.287494135231309,1.79683834519568,0.872,0.712,0,0,3.01766004415007
"ATP6V1H","M1","S10",49,0.014834102614271,0.183137069311988,0.306,0.225,0.225122728026314,1,0.326530612244898,"M4",1913,0.277841627042607,1.82790544106978,0.36,0.208,2.1082091927581e-71,5.34199127352975e-67,0.498247371056582
"AZU1","M1","S10",49,6.71564836486272,7.00276159005497,1,0.041,2.24268098331224e-171,5.68272934361487e-167,17.2448979591837,"M2",1913,6.33215144554434,6.7723544872132,0.987,0.052,0,0,18.4911699779249
"BAZ1A","M1","S10",49,0.0728266560854549,0.65023800076299,0.837,0.725,0.00919005106014321,1,2.73469387755102,"M2",1913,0.181038141213298,1.57424470620259,0.752,0.637,1.66607122983528e-212,4.22165788927961e-208,2.05132450331124
"BEX1","M1","S10",49,0.29191245643561,1.19636252637545,0.367,0.123,5.5032478681731e-07,0.0139446797731638,0.591836734693878,"M2",1913,0.617860703698619,2.78315632296675,0.27,0.048,1.98515967428896e-178,5.03019609868078e-174,0.404525386313467
"BHLHE22","M1","S10",49,0.614410413256498,2.2021878611344,0.286,0.007,1.08807516534977e-59,2.75707366147978e-55,0.346938775510204,"M2",1913,0.943594353829736,3.54734719484863,0.274,0.008,0,0,0.361479028697573
"BMP8B","M1","S10",49,1.54693434232174,2.98060566921337,0.571,0.052,6.75639851727891e-50,1.7120038202933e-45,0.877551020408164,"M2",1913,2.08854135242948,4.37849340131966,0.506,0.029,0,0,0.932671081677692
"BST1","M1","S10",49,0.219616723230178,1.92646248447525,0.122,0.008,2.6850482640809e-14,6.8036437963546e-10,0.224489795918367,"M2",1913,1.06710952706782,3.51022870745995,0.316,0.012,0,0,0.410596026490068
"BST2","M1","S10",49,1.2025791132968,2.71462553791602,0.469,0.026,2.40544609980445e-59,6.09515987229449e-55,0.653061224489796,"M4",1913,0.588346152959058,2.04998659567616,0.679,0.392,1.71105060476789e-244,4.33563112742135e-240,1.70105157736606
"C1orf162","M1","S10",49,0.287232296965967,1.63200168730663,0.184,0.008,7.94117167300814e-28,2.01221349022353e-23,0.183673469387755,"M4",1913,0.500520965809007,2.23446859736164,0.297,0.073,4.94763151590278e-148,1.25368034981461e-143,0.408112168252377
"C1orf228","M1","S10",49,0.580632887300164,2.34126164233937,0.265,0.017,6.97234809265765e-30,1.76672328319852e-25,0.36734693877551,"M4",1913,0.585733038874104,1.93951337375531,0.425,0.123,1.95590296839097e-191,4.95606253160587e-187,0.68502754131196
"C1orf50","M1","S10",49,0.0896331386922792,0.779418597324167,0.51,0.395,0.00670839098746716,1,0.89795918367347,"M2",1913,0.178570605059873,1.62336913690794,0.431,0.321,1.66856603371239e-62,4.22797947282383e-58,0.613686534216332
"C1orf54","M1","S10",49,0.664134084818048,1.82957048159242,0.49,0.127,4.82598883704844e-14,1.2228573114197e-09,0.836734693877551,"M2",1913,1.37079498097091,3.65545328258909,0.43,0.055,0,0,0.650110375275933
"C6orf48","M1","S10",49,0.465109129309925,1.46722122810702,0.878,0.561,1.12452376833675e-12,2.8494307765885e-08,3.18367346938776,"M2",1913,0.239052859930095,1.2581729470005,0.804,0.614,8.02856325540955e-197,2.03435764328823e-192,2.09161147902868
"CA1","M1","S10",49,0.000321828114892568,0.0459754449846526,0.02,0.013,0.653060914033503,1,0.0204081632653061,"M3",1913,1.8243517733456,4.37494430058897,0.427,0.01,0,0,2.58047493403692
"CA2","M1","S10",49,1.94146127875282,3.34158567771569,0.857,0.276,2.09164567924276e-29,5.30002098663323e-25,5.44897959183673,"M2",1913,1.24262014936709,1.98501621304647,0.908,0.282,0,0,8.25883002207503
"CAP1","M1","S10",49,1.16711458765946,2.96975722050752,1,0.607,6.82408206439116e-33,1.72915415429608e-28,9.02040816326531,"M2",1913,2.08396143323471,4.46244418251543,0.991,0.524,0,0,10.9122516556291
"CAPG","M1","S10",49,1.27611028664058,2.6865479718749,0.531,0.056,8.02705771615207e-39,2.03397615469577e-34,1.04081632653061,"M4",1913,0.842784433990567,2.13904678677809,0.639,0.245,4.07875530395303e-278,1.03351580646866e-273,1.48122183274913
"CCDC71L","M1","S10",49,0.0271166434973051,0.451944058288419,0.122,0.062,0.0897884087938075,1,0.122448979591837,"M3",1913,0.958348441801738,2.31485130869985,0.443,0.029,0,0,0.67493403693931
"CD37","M1","S10",49,1.31939635169188,2.92549080197756,0.469,0.018,1.13742239366472e-76,2.88211460330703e-72,0.673469387755102,"M4",1913,0.778360620309549,2.10367735218797,0.552,0.182,5.25146534900161e-254,1.33066880478352e-249,1.00851276915372
"CD38","M1","S10",49,0.777636948933059,2.64502363582673,0.306,0.012,2.07803750907434e-48,5.26553924424347e-44,0.448979591836735,"M4",1913,0.490628204272302,2.01904610811647,0.341,0.098,4.88585978694764e-148,1.23802801141466e-143,0.536805207811714
"CD44","M1","S10",49,0.0911857886910054,1.08554510346435,0.102,0.018,4.19317015538095e-05,1,0.122448979591837,"M4",1913,1.68741412154089,3.86135954586015,0.482,0.045,0,0,1.13370055082624
"CD52","M1","S10",49,4.51325668840185e-05,0.0150441889613395,0.02,0.017,0.840629326810834,1,0.0204081632653061,"M4",1913,1.16028851108528,3.15295791055782,0.461,0.093,0,0,0.933900851276906
"CD53","M1","S10",49,0.0507380703365735,0.746148093184905,0.082,0.014,0.000175741500229911,1,0.122448979591837,"M4",1913,1.06665657431578,3.03027435885164,0.43,0.078,0,0,0.747621432148215
"CD68","M1","S10",49,0.742087924839119,2.37848693858692,0.327,0.015,7.9365500057322e-47,2.01104240595248e-42,0.469387755102041,"M2",1913,0.428851196931843,2.35632525786727,0.284,0.102,1.64812702101535e-104,4.17618905855079e-100,0.375275938189847
"CD70","M1","S10",49,0.880704994208071,2.56018893665137,0.367,0.023,2.75139249253832e-42,6.97175343684286e-38,0.571428571428572,"M2",1913,1.32335898121979,3.78102566062796,0.369,0.019,0,0,0.536423841059603
"CD74","M1","S10",49,0.613306289524973,1.71794478858536,0.388,0.031,8.02867133143781e-36,2.03438502867303e-31,0.448979591836735,"M4",1913,3.37380502992084,4.67286015224493,0.82,0.098,0,0,3.86629944917375
