"Artifact_Gene","Major_Cluster","Subcluster","No..cell","Enrichment_Score","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","Avg_Exp","Source_of_Artifacts_SoA","SoA_No..cell","SoA_Enrichment_Score","SoA_avg_log2FC","SoA_pct.1","SoA_pct.2","SoA_p_val","SoA_p_val_adj","SoA_Avg_Exp"
"SMIM1","M1","S6",123,0.00341545545255838,0.0550879911702964,0.187,0.125,0.103083197725631,1,0.195121951219512,"M3",1913,2.48198130731601,3.35856739826253,0.799,0.06,0,0,2.10026385224271
"SNHG3","M1","S6",123,0.00223465810449467,0.0256857253390192,0.537,0.45,0.351581790028083,1,0.886178861788619,"M3",1913,1.07710898786672,1.77447938693035,0.885,0.278,0,0,3.06174142480206
"SPATC1L","M1","S6",123,0.0135934600147877,0.323653809875898,0.081,0.039,0.0237591415943345,1,0.0813008130081301,"M3",1913,2.45935401150126,3.14093743486751,0.839,0.056,0,0,2.24379947229548
"SPINT2","M1","S6",123,0.0224823572759713,0.138779983185008,0.618,0.456,0.0352735634590277,1,0.967479674796748,"M4",1913,1.10715570583549,2.86086745693925,0.581,0.194,0,0,1.13319979969955
"ST6GALNAC1","M1","S6",123,0.000166651462959183,0.166651462959183,0.008,0.007,0.847188815977208,1,0.00813008130081301,"M3",1913,1.43670467401557,2.99938345305964,0.482,0.003,0,0,0.701319261213716
"STOM","M1","S6",123,0.00383600143982092,0.0913333676147838,0.146,0.104,0.182961703037559,1,0.154471544715447,"M4",1913,0.286837140971173,1.99192459007759,0.288,0.144,3.08686382331438e-65,7.82180424189631e-61,0.506760140210313
"TAOK3","M1","S6",123,0.0132421160354944,0.169770718403775,0.285,0.207,0.0860809563949244,1,0.357723577235772,"M4",1913,0.325197006748529,1.74837100402435,0.507,0.321,2.63353296240603e-111,6.67310917344064e-107,0.858287431146712
"TFPI","M1","S6",123,0.00073845162578806,0.036922581289403,0.065,0.045,0.332965026369005,1,0.0650406504065041,"M3",1913,1.19227792287274,2.21201840978244,0.615,0.076,0,0,1.68232189973613
"THAP7","M1","S6",123,0.0571433766469835,0.317463203594353,0.813,0.633,0.000949441793167784,1,1.78861788617886,"M3",1913,0.97716038098279,1.72948739996954,0.919,0.354,0,0,3.49920844327171
"THSD7A","M1","S6",123,0.000281429737454164,0.0703574343635411,0.016,0.012,0.653620409868857,1,0.016260162601626,"M2",1913,1.09108395308199,3.69858967146437,0.301,0.006,0,0,0.384657836644593
"TMEM56","M1","S6",123,0.0280408052547021,0.27763173519507,0.268,0.167,0.0111898438586413,1,0.292682926829268,"M3",1913,0.928835548615977,2.18036513759619,0.487,0.061,0,0,0.727176781002634
"TMUB1","M1","S6",123,0.0364022760741437,0.282188186621269,0.683,0.554,0.00963955632750106,1,1.35772357723577,"M3",1913,0.931791642187257,1.66094766878299,0.842,0.281,0,0,2.50659630606856
"TNNI3","M1","S6",123,0.00118506667803615,0.107733334366923,0.033,0.022,0.436102972327902,1,0.032520325203252,"M3",1913,2.29619423231978,3.78909939326696,0.642,0.036,0,0,2.66174142480208
"TSPO","M1","S6",123,0.0347598242371544,0.193110134650858,0.829,0.649,0.0190480867418168,1,1.94308943089431,"M2",1913,0.347972215672872,1.79367121480862,0.891,0.697,0,0,3.02538631346574
"UCA1","M1","S6",123,0.000278534916885779,0.0464224861476299,0.008,0.002,0.217336771950304,1,0.00813008130081301,"M3",1913,2.285939425928,3.7291018367504,0.614,0.001,0,0,1.18047493403693
"UFD1L","M1","S6",123,0.0330114553197499,0.257901994685546,0.919,0.791,0.00104709379855423,1,3.02439024390244,"M3",1913,1.11096512237133,2.39432138442098,0.99,0.526,0,0,10.6469656992085
"UROD","M1","S6",123,0.0528895004838855,0.377782146313468,0.805,0.665,0.000674188995846422,1,2.13008130081301,"M3",1913,1.30371122854014,2.38774950282077,0.987,0.441,0,0,8.28073878627974
"YBX1","M1","S6",123,0.00180221197596824,0.0429098089516247,0.984,0.942,0.316248273331143,1,5.06504065040651,"M2",1913,0.202190112708777,1.72812062144254,0.941,0.824,0,0,4.39569536423838
"YDJC","M1","S6",123,0.0415589249975469,0.310141231324977,0.927,0.793,0.00052172986613646,1,3.27642276422764,"M3",1913,1.3573383164133,2.67719589036154,0.991,0.484,0,0,11.9656992084433
"ZNF684","M1","S6",123,0.00529183740841143,0.188994193157551,0.106,0.078,0.279968514371476,1,0.105691056910569,"M2",1913,0.614909266465823,2.75744065679741,0.272,0.049,1.07738212488619e-181,2.72997856624911e-177,0.338852097130244
"ABHD5","M1","S7",120,0.0379984462472172,0.474980578090215,0.242,0.162,0.0136108875144192,1,0.258333333333333,"M3",1913,0.950664990522319,1.87507887676986,0.603,0.096,0,0,1.03799472295513
"ALDH1A2","M1","S7",120,0.000408436262456169,0.0816872524912338,0.025,0.02,0.706497420625908,1,0.025,"M3",1913,1.76986167557625,3.22379175879099,0.557,0.008,0,0,0.952506596306059
"ANXA1","M1","S7",120,0.00252520707365102,0.0561157127478005,0.242,0.197,0.244071309063837,1,0.375,"M4",1913,0.468144497486763,1.84308857278253,0.727,0.473,6.38233355196836e-218,1.61721949873326e-213,2.44366549824738
"ANXA2","M1","S7",120,0.00299915957396372,0.130398242346249,0.817,0.794,0.372679735255833,1,2.325,"M3",1913,0.919808918541392,1.54330355459965,0.93,0.334,0,0,4.1398416886543
"ATF7IP2","M1","S7",120,0.0119633036342703,0.230063531428274,0.467,0.415,0.132657196565146,1,0.633333333333334,"M3",1913,1.1272127924739,1.84486545413077,0.875,0.264,0,0,3.10343007915563
"BHLHE22","M1","S7",120,6.77403079816404e-05,0.0225801026605468,0.017,0.014,0.806942608465021,1,0.0166666666666667,"M2",1913,0.943594353829736,3.54734719484863,0.274,0.008,0,0,0.361479028697573
"C12orf75","M1","S7",120,0.0260146315940174,0.325182894925217,0.808,0.728,0.0200931191844995,1,1.73333333333333,"M4",1913,0.509482576680174,1.93719610905009,0.558,0.295,2.07719529570126e-173,5.26340515977742e-169,1.21432148222334
"C1orf50","M1","S7",120,0.00672058347834992,0.176857459956577,0.433,0.395,0.227189944621331,1,0.55,"M2",1913,0.178570605059873,1.62336913690794,0.431,0.321,1.66856603371239e-62,4.22797947282383e-58,0.613686534216332
"CAV2","M1","S7",120,0.000754245654948861,0.150849130989772,0.133,0.128,0.778699951057819,1,0.141666666666667,"M3",1913,1.28850881268056,2.47790156284723,0.573,0.053,0,0,0.962532981530335
"CCNE2","M1","S7",120,0.100267017956265,0.856983059455259,0.283,0.166,0.000240546798845792,1,0.375,"M4",1913,0.215381050847148,1.73694395844474,0.277,0.153,7.35273485124953e-49,1.86310948395812e-44,0.401101652478717
"CDC45","M1","S7",120,0.0946038125006209,0.528512918997882,0.533,0.354,1.86778223531633e-05,0.473277340606806,0.65,"M3",1913,1.00911704503322,1.76111177143668,0.792,0.219,0,0,2.15778364116092
"CITED2","M1","S7",120,0.038386545347756,0.352170140805101,0.642,0.533,0.00509801918972489,1,1.19166666666667,"M2",1913,0.187758151292214,1.42241023706223,0.669,0.537,1.30576522891388e-136,3.30867851354488e-132,1.49503311258277
"CNPY3","M1","S7",120,0.00181589614341292,0.0789520062353442,0.375,0.352,0.513442974155284,1,0.45,"M2",1913,0.397831867095255,1.61720271176933,0.613,0.367,8.08495769054036e-169,2.04864742920602e-164,1.08002207505517
"CPED1","M1","S7",120,1.23413979409746e-05,0.0123413979409746,0.008,0.007,0.893758210538053,1,0.00833333333333333,"M3",1913,2.73424949083635,3.88387711766527,0.709,0.005,0,0,1.5145118733509
"CR1L","M1","S7",120,0.00185164182715287,0.168331075195715,0.017,0.006,0.175429197785441,1,0.0166666666666667,"M3",1913,1.67743340721026,3.2634891190861,0.518,0.004,0,0,0.903957783641154
"CSAG1","M1","S7",120,0.000187908138071745,0.0939540690358727,0.008,0.006,0.695774819711241,1,0.00833333333333333,"M3",1913,2.74356177470131,3.84791272749132,0.717,0.004,0,0,1.43430079155671
"DSCC1","M1","S7",120,0.157837327621452,0.751606322006914,0.567,0.357,1.22594438303281e-07,0.00310642047216683,0.758333333333333,"M4",1913,1.45098909631646,3.64570124702627,0.66,0.262,0,0,2.47821732598899
"DUSP6","M1","S7",120,0.0143330097373094,0.551269605281129,0.092,0.066,0.244373248318363,1,0.141666666666667,"M4",1913,0.427578614166123,2.14863625209107,0.281,0.082,4.75508927828128e-120,1.20489207222369e-115,0.487731597396092
"EIF5A","M1","S7",120,0.00455955496902165,0.217121665191507,0.458,0.437,0.273496980136907,1,0.675,"M3",1913,2.15220507440328,2.92817016925616,0.933,0.198,0,0,4.35039577836408
"EMB","M1","S7",120,0.00649999617254178,0.232142720447921,0.142,0.114,0.301872791710643,1,0.15,"M2",1913,1.10064580657557,2.9429032261379,0.462,0.088,0,0,0.694812362030898
"ERLIN2","M1","S7",120,5.44950040061526e-05,0.0181650013353842,0.108,0.105,0.853176806245591,1,0.108333333333333,"M4",1913,0.32048235608019,1.88519032988347,0.281,0.111,1.48500157242083e-86,3.76284548435714e-82,0.361041562343514
"EVL","M1","S7",120,0.00169511552477463,0.130393501905741,0.183,0.17,0.564183939708394,1,0.183333333333333,"M4",1913,0.405092936646429,2.15474966301292,0.368,0.18,1.25114432691291e-99,3.17027460996463e-95,0.572358537806705
"EXO5","M1","S7",120,0.000445209371187758,0.0445209371187758,0.075,0.065,0.649336591324572,1,0.075,"M2",1913,1.62192269606755,3.77191324666872,0.472,0.042,0,0,0.702538631346571
"FLNA","M1","S7",120,0.0137778052749607,0.328042982737159,0.2,0.158,0.157849815624517,1,0.225,"M2",1913,0.27299091344685,1.70619320904281,0.408,0.248,1.43278663355741e-80,3.63053805077112e-76,0.599889624724059
"FNBP1","M1","S7",120,0.00645406146209901,0.32270307310495,0.167,0.147,0.413730326081379,1,0.183333333333333,"M4",1913,0.577752646192813,2.46902840253339,0.335,0.101,1.68820582244282e-153,4.27774473348786e-149,0.431647471206807
"GAGE1","M1","S7",120,0.00120361621316026,0.150452026645032,0.017,0.009,0.393721075830957,1,0.0166666666666667,"M3",1913,2.32240896323117,3.58396444943082,0.653,0.005,0,0,1.24485488126648
"GALNT5","M1","S7",120,0.0004066554541936,0.1016638635484,0.008,0.004,0.463986493478741,1,0.00833333333333333,"M3",1913,1.06857019405844,2.73291609733617,0.393,0.002,0,0,0.553562005277043
"GPSM3","M1","S7",120,0.000762310926197406,0.152462185239481,0.083,0.078,0.76338407712075,1,0.0916666666666667,"M2",1913,0.231105110935594,1.28391728297552,0.476,0.296,8.42058033401927e-83,2.13369085083714e-78,0.740618101545246
"GPX1","M1","S7",120,0.000551194454174678,0.0153109570604077,0.9,0.864,0.421427799782755,1,2.16666666666667,"M2",1913,0.636906518675595,1.79917095671072,0.902,0.548,0,0,3.0469094922737
"HHEX","M1","S7",120,0.00769544923623994,0.320643718176664,0.233,0.209,0.309221006495938,1,0.291666666666667,"M4",1913,0.207224575282874,1.6711659297006,0.375,0.251,3.05744582665941e-56,7.74726198017227e-52,0.573860791186775
"HIST1H1C","M1","S7",120,0.168231961155307,0.845386739473906,0.458,0.259,1.33221587788556e-07,0.00337570181297421,0.65,"M3",1913,3.96192532311056,4.79071985865848,0.987,0.16,0,0,15.1899736147758
"HMGA1","M1","S7",120,0.0154210396970127,0.252803929459225,0.767,0.706,0.0361183062443236,1,1.53333333333333,"M3",1913,0.945380967374906,1.87204151955427,0.968,0.463,0,0,5.96358839050135
"HNRNPU-AS1","M1","S7",120,0.0193652692853082,0.317463430906692,0.25,0.189,0.0557340562953854,1,0.258333333333333,"M2",1913,0.195880608818774,1.83065989550256,0.269,0.162,2.45163013093097e-41,6.21218558876599e-37,0.333333333333335
"IL6R","M1","S7",120,0.00162584203456522,0.270973672427537,0.025,0.019,0.632652657663831,1,0.025,"M2",1913,0.510208272003569,2.00869398426602,0.331,0.077,4.8053987019899e-174,1.21763997709722e-169,0.439293598233997
"IRF2BP2","M1","S7",120,0.0487456425500394,0.455566752804107,0.483,0.376,0.00266022752176502,1,0.625,"M2",1913,0.432746407385299,1.70372601332795,0.579,0.325,1.77598126213361e-164,4.50015892012036e-160,0.947019867549654
"ITGA4","M1","S7",120,6.60344277320461e-05,0.022011475910682,0.025,0.022,0.841915074399317,1,0.025,"M4",1913,0.731348424045382,2.68878097075508,0.326,0.054,5.33281702611814e-226,1.35128250624808e-221,0.484727090635951
"LIMD2","M1","S7",120,0.00210446219699818,0.0369203894210207,0.575,0.518,0.323987804622127,1,0.766666666666666,"M4",1913,0.444878910180776,2.05962458417026,0.471,0.255,1.47140077374338e-124,3.72838242058835e-120,0.809714571857777
"LPCAT2","M1","S7",120,0.0022909535561519,0.152730237076793,0.1,0.085,0.53386877166966,1,0.1,"M4",1913,0.804219736973359,2.72616859990969,0.399,0.104,1.96088905483201e-219,4.96869677603882e-215,0.559839759639455
"MDK","M1","S7",120,0.00120012408757058,0.240024817514115,0.892,0.887,0.0596327929500123,1,3.64166666666666,"M3",1913,1.34981277314057,2.17711737603317,0.994,0.374,0,0,8.63271767810035
"MFSD2A","M1","S7",120,0.00814041203581312,0.387638668372053,0.058,0.037,0.230355933455883,1,0.0583333333333333,"M2",1913,1.00763215999888,3.48661647058437,0.307,0.018,0,0,0.427152317880796
"MYL4","M1","S7",120,0.0014728849845002,0.163653887166689,0.025,0.016,0.463743777147076,1,0.025,"M3",1913,4.84970551263006,5.13196350542863,0.963,0.018,0,0,5.10395778364116
"NMU","M1","S7",120,0.0832789754252215,0.635717369658179,0.383,0.252,0.00042820490292497,1,0.458333333333334,"M3",1913,4.21157786079089,5.00187394393217,0.94,0.098,0,0,8.75356200527715
"NUP214","M1","S7",120,0.0129672086251999,0.240133493059257,0.233,0.179,0.105732033797672,1,0.241666666666667,"M3",1913,0.945423649459025,1.60786334942011,0.737,0.149,0,0,1.44960422163586
"PDLIM4","M1","S7",120,0.00557110259106894,0.278555129553447,0.183,0.163,0.406558804341941,1,0.2,"M3",1913,1.16129876131219,2.16256752572102,0.618,0.081,0,0,1.11292875989445
"PHLDA2","M1","S7",120,0.0132160112057571,0.41300035017991,0.183,0.151,0.219101490736872,1,0.233333333333333,"M3",1913,1.32039462109512,2.3328526874472,0.647,0.081,0,0,1.49076517150394
"PIM2","M1","S7",120,0.0167748742273689,0.55916247424563,0.142,0.112,0.19276872518868,1,0.175,"M3",1913,0.926713533469272,2.08719264294881,0.507,0.063,0,0,0.877044854881259
"PITX1","M1","S7",120,0.000498135812684804,0.0996271625369607,0.4,0.395,0.742422776195531,1,0.508333333333334,"M3",1913,1.90260084632397,2.83547070987179,0.809,0.138,0,0,2.34459102902371
"PKP3","M1","S7",120,5.36433514948227e-05,0.0536433514948227,0.008,0.007,0.830912651841104,1,0.00833333333333333,"M3",1913,1.31603429228008,2.89875394775348,0.457,0.003,0,0,0.663324538258572
"PLCD1","M1","S7",120,0.0103306317986233,0.469574172664696,0.033,0.011,0.0331773582867809,1,0.0333333333333333,"M3",1913,1.57842126500889,3.02959935702282,0.529,0.008,0,0,0.857519788918199
"PRAME","M1","S7",120,0.00125482356522903,0.096524889633002,0.075,0.062,0.541143936117549,1,0.075,"M3",1913,4.29647525019771,4.64986498939146,0.983,0.059,0,0,6.7092348284961
"REEP6","M1","S7",120,5.23419777819053e-05,0.00654274722273818,0.175,0.167,0.71284991445351,1,0.175,"M3",1913,1.19805990690876,2.2435578781063,0.618,0.084,0,0,1.10026385224273
"RP11-25K19.1","M1","S7",120,0.00167696906593865,0.139747422161554,0.042,0.03,0.475836541358708,1,0.0416666666666667,"M4",1913,1.17723381187535,3.61114666219434,0.344,0.018,0,0,0.47571357035553
"SATB1","M1","S7",120,0.000877479664364178,0.0877479664364178,0.092,0.082,0.662775644006852,1,0.0916666666666667,"M2",1913,0.85011527972658,2.4289007992188,0.461,0.111,2.98108913135259e-267,7.55378174993433e-263,0.676048565121406
"SESN3","M1","S7",120,0.00774359622148597,0.309743848859439,0.125,0.1,0.320367933350262,1,0.141666666666667,"M2",1913,0.655915790102927,2.74441753181141,0.296,0.057,2.08372316852316e-191,5.27994613672082e-187,0.380794701986757
"SLC25A37","M1","S7",120,0.0432285901837153,0.485714496446239,0.358,0.269,0.00512999171813563,1,0.441666666666667,"M3",1913,1.81669714621448,2.73598967803386,0.863,0.199,0,0,3.91081794195245
"SLC2A1","M1","S7",120,0.02243363550443,0.560840887610751,0.15,0.11,0.121279616202941,1,0.175,"M3",1913,0.916173921736357,1.69035778918147,0.656,0.114,0,0,1.19630606860157
"SMAP2","M1","S7",120,0.00457083394081775,0.169290145956213,0.217,0.19,0.361341967172684,1,0.241666666666667,"M2",1913,1.34276532843838,3.04481933886255,0.704,0.263,0,0,1.45364238410594
"SPATC1L","M1","S7",120,1.59560755124288e-05,0.0159560755124288,0.042,0.041,0.96524345675967,1,0.0416666666666667,"M3",1913,2.45935401150126,3.14093743486751,0.839,0.056,0,0,2.24379947229548
"ST8SIA1","M1","S7",120,0.000469935749541486,0.0939871499082972,0.008,0.003,0.293092719782774,1,0.00833333333333333,"M3",1913,1.04847706082123,2.73753801780999,0.384,0.001,0,0,0.545118733509234
"TAL1","M1","S7",120,0.00261683963378242,0.237894512162038,0.017,0.006,0.173525846464716,1,0.0166666666666667,"M3",1913,0.950897270845014,2.50896377531666,0.383,0.004,0,0,0.493403693931399
"TEX30","M1","S7",120,0.00335848444062701,0.119945872879536,0.633,0.605,0.264537411539827,1,1.03333333333333,"M4",1913,0.309053375621404,2.03324589224608,0.7,0.548,1.04610443847444e-217,2.65072403665039e-213,1.96494742113171
"TFPI","M1","S7",120,0.000123568107238304,0.030892026809576,0.05,0.046,0.828913415867006,1,0.05,"M3",1913,1.19227792287274,2.21201840978244,0.615,0.076,0,0,1.68232189973613
"THAP7","M1","S7",120,0.000184310322626541,0.00767959677610586,0.667,0.643,0.574830378000538,1,1.04166666666667,"M3",1913,0.97716038098279,1.72948739996954,0.919,0.354,0,0,3.49920844327171
"TNFSF13B","M1","S7",120,0.00286686811378458,0.179179257111536,0.042,0.026,0.308506293140293,1,0.0416666666666667,"M4",1913,1.42894308307399,3.41036535339855,0.499,0.08,0,0,1.03755633450175
"TPD52L1","M1","S7",120,0.000390963156838172,0.0558518795483102,0.508,0.501,0.432668141596413,1,0.7,"M3",1913,1.21075239574128,2.01456305447801,0.783,0.182,0,0,1.76464379947227
"TPM4","M1","S7",120,0.0282854389160418,0.382235661027592,0.35,0.276,0.0257378821710067,1,0.416666666666667,"M4",1913,0.327593416866703,1.7707752263065,0.38,0.195,7.92731816655141e-91,2.00870315022246e-86,0.610916374561836
"TRPS1","M1","S7",120,0.0400349540677722,0.548424028325647,0.2,0.127,0.013089441816264,1,0.208333333333333,"M4",1913,0.671277276445426,2.6018499087032,0.355,0.097,7.1713627340153e-184,1.81715160317214e-179,0.509764646970453
"UBBP4","M1","S7",120,0.00301044967588314,0.250870806323595,0.058,0.046,0.5112004891238,1,0.0583333333333333,"M3",1913,0.999581804020581,2.40863085306164,0.437,0.022,0,0,0.61899736147757
"UBE2J1","M1","S7",120,0.00123851898251253,0.0884656416080381,0.467,0.453,0.544619079932137,1,0.625,"M2",1913,0.20138033626421,1.4917061945497,0.497,0.362,5.08532424394638e-83,1.28857031017357e-78,0.726269315673282
"UFD1L","M1","S7",120,0.000132546877594265,0.132546877594265,0.8,0.799,0.524071840115935,1,1.86666666666667,"M3",1913,1.11096512237133,2.39432138442098,0.99,0.526,0,0,10.6469656992085
"VSTM1","M1","S7",120,1.8414199374603e-05,0.00920709968730149,0.008,0.006,0.768782615536363,1,0.00833333333333333,"M4",1913,1.20688487893793,3.8682207658267,0.319,0.007,0,0,0.47571357035553
"WAS","M1","S7",120,0.000245725660601378,0.122862830300689,0.017,0.015,0.876614092143216,1,0.0166666666666667,"M4",1913,0.581020457427257,2.30563673582245,0.315,0.063,3.94274486972269e-188,9.99052122539033e-184,0.421131697546317
"WHSC1L1","M1","S7",120,0.00142447343266855,0.109574879436042,0.658,0.645,0.221030074469953,1,1.08333333333333,"M4",1913,0.201617304426035,1.68014420355029,0.67,0.55,6.84072450617345e-158,1.73337118261929e-153,1.41912869303957
"YBX1","M1","S7",120,3.69764763961445e-05,0.00739529527922889,0.95,0.945,0.705963406209374,1,3.54166666666666,"M2",1913,0.202190112708777,1.72812062144254,0.941,0.824,0,0,4.39569536423838
"ZBTB44","M1","S7",120,0.000317239851620877,0.105746617206961,0.283,0.28,0.631940049529828,1,0.316666666666667,"M4",1913,0.352362901254153,2.09739822175091,0.385,0.217,5.80426356406194e-84,1.47074234449765e-79,0.565848773159734
"AC012146.7","M1","S8",102,0.00693972411922387,0.239300831697375,0.284,0.255,0.490714396609362,1,0.441176470588235,"M3",1913,1.47353942728482,2.37667649562068,0.739,0.119,0,0,1.68073878627966
"AC016723.4","M1","S8",102,0.00099773483132722,0.199546966265444,0.01,0.005,0.506377127168204,1,0.00980392156862745,"M3",1913,2.08780399403933,3.41144443470479,0.616,0.004,0,0,1.04221635883904
"AC073236.3","M1","S8",102,0.00175566285822863,0.195073650914292,0.01,0.001,0.0306805662291391,1,0.00980392156862745,"M3",1913,2.135987672115,3.57188573932275,0.599,0.001,0,0,1.04643799472294
"AC079466.1","M1","S8",102,0.000306441441825498,0.102147147275166,0.01,0.007,0.698675029737007,1,0.00980392156862745,"M3",1913,1.76866678426327,3.31211008289002,0.538,0.004,0,0,0.881794195250653
"ACN9","M1","S8",102,0.000612340734953754,0.0612340734953754,0.755,0.745,0.41484901322319,1,1.86274509803921,"M3",1913,1.0706277163111,1.87500475711226,0.958,0.387,0,0,4.4606860158311
"ACTN1","M1","S8",102,0.0311798517951712,0.321441771084239,0.353,0.256,0.0392793955903154,1,0.401960784313726,"M2",1913,0.362643239556857,1.99254527229042,0.39,0.208,4.86703119804635e-96,1.23325703527297e-91,0.530905077262694
"ALDH1A2","M1","S8",102,0.0403739938115206,0.791646937480796,0.069,0.018,0.000378624599303011,1,0.0882352941176471,"M3",1913,1.76986167557625,3.22379175879099,0.557,0.008,0,0,0.952506596306059
"ANGPT1","M1","S8",102,0.00285626848420718,0.259660771291562,0.02,0.009,0.307959482028662,1,0.0196078431372549,"M4",1913,0.781745145814784,3.06566723848935,0.346,0.091,2.06206061609243e-192,5.2250553951166e-188,0.561842764146215
"ANK1","M1","S8",102,0.000306867628554699,0.0613735257109398,0.01,0.005,0.509212507234255,1,0.00980392156862745,"M3",1913,1.4216970561348,2.94957895463651,0.486,0.004,0,0,0.711873350923478
"APLP2","M1","S8",102,0.0179810545218936,0.176284848253859,0.824,0.722,0.0688748446450551,1,1.93137254901961,"M2",1913,0.708561425882923,2.39378860095582,0.879,0.583,0,0,2.96964679911696
"ARL6IP5","M1","S8",102,0.0216378428819843,0.198512320018205,0.745,0.636,0.0410841338744396,1,1.48039215686274,"M4",1913,0.362072851332517,1.93621845632362,0.619,0.432,9.75842544009829e-164,2.47268742226651e-159,1.28192288432649
"ATF7IP2","M1","S8",102,0.00185265486122341,0.0285023824803601,0.48,0.415,0.415465003738883,1,0.686274509803922,"M3",1913,1.1272127924739,1.84486545413077,0.875,0.264,0,0,3.10343007915563
"BAZ1A","M1","S8",102,0.0177428321900683,0.134415395379305,0.853,0.721,0.0640551777514354,1,2.04901960784314,"M2",1913,0.181038141213298,1.57424470620259,0.752,0.637,1.66607122983528e-212,4.22165788927961e-208,2.05132450331124
"C1orf54","M1","S8",102,0.000220361711822259,0.0100164414464663,0.157,0.135,0.562505560341691,1,0.186274509803922,"M2",1913,1.37079498097091,3.65545328258909,0.43,0.055,0,0,0.650110375275933
"C2orf88","M1","S8",102,0.00316887240156519,0.113174014341614,0.069,0.041,0.199251747472131,1,0.0686274509803922,"M3",1913,2.155168320208,3.17403287217673,0.712,0.033,0,0,1.43377308707122
"CBS","M1","S8",102,0.135717859503211,0.551698615866711,0.657,0.411,1.10976001846091e-05,0.281202091077809,1.01960784313725,"M3",1913,1.1647932934019,1.89705748111059,0.815,0.201,0,0,2.01108179419522
"CDC45","M1","S8",102,0.00669794456778298,0.0956849223968997,0.431,0.361,0.320974012404255,1,0.588235294117647,"M3",1913,1.00911704503322,1.76111177143668,0.792,0.219,0,0,2.15778364116092
"CEBPA","M1","S8",102,0.00834911737238178,0.231919927010605,0.108,0.072,0.211632930057963,1,0.127450980392157,"M2",1913,1.02178149446734,2.70312564673899,0.458,0.08,0,0,0.703642384105953
"CMBL","M1","S8",102,0.1620543847559,0.953261086799412,0.265,0.095,8.06023130516058e-08,0.00204238201041464,0.264705882352941,"M3",1913,1.02982239240929,2.22905279742271,0.515,0.053,0,0,0.856464379947223
"CNPY3","M1","S8",102,0.0151037360616303,0.184191903190614,0.431,0.349,0.140057953169813,1,0.637254901960784,"M2",1913,0.397831867095255,1.61720271176933,0.613,0.367,8.08495769054036e-169,2.04864742920602e-164,1.08002207505517
"CORO1A","M1","S8",102,6.25991866997899e-05,0.00417327911331933,0.059,0.044,0.504548865713783,1,0.0588235294117647,"M4",1913,1.12257370237048,2.64134988793053,0.551,0.126,0,0,1.18828242363545
"CRNDE","M1","S8",102,0.000851961247570305,0.0327677402911657,0.824,0.798,0.620988101001179,1,2.2156862745098,"M2",1913,0.243375419741345,1.55016190918054,0.644,0.487,4.59769575919926e-147,1.1650101284235e-142,1.21688741721853
"CSAG1","M1","S8",102,0.000273165852210992,0.068291463052748,0.01,0.006,0.578444527702482,1,0.00980392156862745,"M3",1913,2.74356177470131,3.84791272749132,0.717,0.004,0,0,1.43430079155671
"CTPS1","M1","S8",102,0.0844157039409967,0.487952045901715,0.618,0.445,0.0012843998295357,1,1.02941176470588,"M2",1913,0.198609921944437,1.71215449952101,0.467,0.351,2.22878498390316e-77,5.64751827071223e-73,0.735099337748337
"CTSC","M1","S8",102,0.0772174626310593,0.393966646076833,0.529,0.333,0.000332362666779554,1,0.735294117647059,"M4",1913,0.257072503206451,1.60670314504032,0.744,0.584,1.28833965157176e-210,3.26452384311767e-206,2.25588382573861
"DNAJC15","M1","S8",102,0.0023160730323856,0.055144596009181,0.157,0.115,0.243990256551284,1,0.176470588235294,"M2",1913,0.399164357332186,1.43584301198628,0.554,0.276,3.23489360466816e-146,8.19689690486865e-142,0.907836644591597
"DSCR8","M1","S8",102,0.00321269829824437,0.267724858187031,0.02,0.008,0.233815569529047,1,0.0196078431372549,"M3",1913,3.82593239746185,4.46433185234755,0.862,0.005,0,0,2.21055408970973
"EMC2","M1","S8",102,0.0297581161849308,0.254342873375477,0.422,0.305,0.0613547657047657,1,0.558823529411765,"M4",1913,0.219598973861926,1.63879831240243,0.408,0.274,3.62994925016713e-65,9.1979284049985e-61,0.654982473710559
"EPCAM","M1","S8",102,0.06998151471858,0.786309154141348,0.127,0.038,1.5189843008176e-05,0.384895431984172,0.127450980392157,"M3",1913,2.69397583172498,3.81043257669728,0.722,0.015,0,0,1.60316622691291
"ERLIN2","M1","S8",102,0.00873202270177883,0.256824197111142,0.137,0.103,0.278061491264281,1,0.156862745098039,"M4",1913,0.32048235608019,1.88519032988347,0.281,0.111,1.48500157242083e-86,3.76284548435714e-82,0.361041562343514
"FADS1","M1","S8",102,0.0329502938889727,0.310851829141252,0.451,0.345,0.0485569812876768,1,0.666666666666667,"M3",1913,0.946523337217472,1.779179205296,0.801,0.269,0,0,2.97889182058043
"GATA2","M1","S8",102,0.000286708900618585,0.0102396035935209,0.294,0.266,0.628832085421365,1,0.372549019607843,"M4",1913,0.743788424266814,2.84976407765063,0.48,0.219,1.48300912093205e-184,3.75779681152972e-180,0.776164246369546
"GSTM3","M1","S8",102,0.0299744759702984,0.197200499804595,0.804,0.652,0.0345951278138122,1,1.69607843137255,"M2",1913,0.454830551684607,1.88726369993613,0.542,0.301,2.25311974096914e-155,5.70918011164171e-151,0.96743929359822
